episode,policy,ttl,width_deg,speed,detection_prob,certificate_noise,certificate_false_negative,certificate_false_positive,tp,fp,fn,tn,precision,recall,f1,occluded_keep_rate,stale_clear_absence_rate,clear_exists_missing_rate,occlusion_survival_rate,deletion_events,scenario
267,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1735,44,107,354,0.9752670039347948,0.9419109663409337,0.9582988124827396,0.8394495412844036,0.11055276381909548,0.0016835016835016834,1.0,7,false_negative_25pct
268,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,2026,9,115,90,0.9955773955773956,0.9462867818776273,0.9703065134099615,0.8516556291390729,0.09090909090909091,0.0021645021645021645,1.0,5,false_negative_25pct
269,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,2012,10,24,194,0.9950544015825915,0.9882121807465619,0.99162148841794,0.967828418230563,0.049019607843137254,0.0,1.0,3,false_negative_25pct
270,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1661,58,86,435,0.9662594531704479,0.9507727532913566,0.9584535487593769,0.8717948717948718,0.11764705882352941,0.0009225092250922509,1.0,9,false_negative_25pct
271,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1938,18,87,197,0.99079754601227,0.957037037037037,0.9736247174076866,0.8789173789173789,0.08372093023255814,0.0015117157974300832,1.0,6,false_negative_25pct
272,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1749,29,179,283,0.9836895388076491,0.9071576763485477,0.9438747976254723,0.7527777777777778,0.09294871794871795,0.0008278145695364238,1.0,8,false_negative_25pct
273,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1838,46,81,275,0.975583864118896,0.9577905158936947,0.9666053115961084,0.8870292887029289,0.14330218068535824,0.0,1.0,10,false_negative_25pct
274,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,2015,9,85,131,0.9955533596837944,0.9595238095238096,0.9772065955383124,0.8766328011611031,0.06428571428571428,0.0,1.0,7,false_negative_25pct
275,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1867,44,28,301,0.9769754055468342,0.9852242744063324,0.9810825013137151,0.95952023988006,0.12753623188405797,0.0008143322475570033,1.0,7,false_negative_25pct
276,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1988,62,34,156,0.9697560975609756,0.9831849653808111,0.9764243614931238,0.9530386740331491,0.28440366972477066,0.0,1.0,4,false_negative_25pct
277,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1669,57,71,443,0.9669756662804172,0.9591954022988506,0.9630698211194462,0.8938461538461538,0.114,0.001834862385321101,1.0,10,false_negative_25pct
278,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1834,32,66,308,0.9828510182207931,0.9652631578947368,0.9739776951672862,0.9118046132971506,0.09411764705882353,0.0008598452278589854,1.0,7,false_negative_25pct
279,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,2106,3,105,26,0.9985775248933144,0.9525101763907734,0.975,0.8622047244094488,0.10344827586206896,0.0,1.0,4,false_negative_25pct
280,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,2072,0,168,0,1.0,0.925,0.961038961038961,0.7873417721518987,0.0,0.0,1.0,4,false_negative_25pct
281,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,2096,0,144,0,1.0,0.9357142857142857,0.966789667896679,0.8222222222222222,0.0,0.0,1.0,1,false_negative_25pct
282,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1895,34,79,232,0.9823742871954381,0.9599797365754813,0.9710479118626698,0.8769470404984424,0.12781954887218044,0.0,1.0,4,false_negative_25pct
283,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1954,15,66,205,0.9923819197562215,0.9673267326732673,0.979694158937077,0.910958904109589,0.06818181818181818,0.0007751937984496124,1.0,6,false_negative_25pct
284,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1973,21,137,109,0.9894684052156469,0.9350710900473934,0.9615009746588694,0.8154681139755766,0.16153846153846155,0.0007283321194464676,1.0,5,false_negative_25pct
285,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1715,30,67,428,0.9828080229226361,0.9624017957351291,0.9724978735469237,0.9018691588785047,0.06550218340611354,0.0035087719298245615,0.9666666666666667,8,false_negative_25pct
286,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1942,63,64,171,0.9685785536159601,0.9680957128614157,0.968337073049115,0.9157894736842105,0.2692307692307692,0.0,1.0,4,false_negative_25pct
287,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,2121,8,21,90,0.9962423673085956,0.9901960784313726,0.9932100210723485,0.9730769230769231,0.08163265306122448,0.0,1.0,3,false_negative_25pct
288,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,2091,16,62,71,0.992406264831514,0.9712029725963771,0.9816901408450704,0.9182058047493403,0.1839080459770115,0.0,1.0,3,false_negative_25pct
289,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1853,14,104,269,0.9925013390465989,0.9468574348492591,0.9691422594142259,0.8454680534918276,0.04946996466431095,0.0,1.0,7,false_negative_25pct
290,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1718,61,124,337,0.9657110736368747,0.9326818675352877,0.9489091411212374,0.8191176470588235,0.15326633165829145,0.0008605851979345956,1.0,6,false_negative_25pct
291,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1889,12,98,241,0.9936875328774329,0.9506794162053347,0.9717078189300412,0.8665749656121046,0.04743083003952569,0.0007936507936507937,1.0,6,false_negative_25pct
292,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1996,30,41,173,0.9851924975320829,0.9798723613156602,0.9825252276642875,0.9439124487004104,0.1477832512315271,0.0,1.0,4,false_negative_25pct
293,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1922,9,64,245,0.9953392024857587,0.9677744209466264,0.9813632882307888,0.9073806078147613,0.03543307086614173,0.0,1.0,7,false_negative_25pct
294,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1673,79,103,385,0.9549086757990868,0.9420045045045045,0.9484126984126984,0.8362480127186009,0.17025862068965517,0.0,1.0,11,false_negative_25pct
295,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,2021,14,56,149,0.9931203931203931,0.97303803562831,0.982976653696498,0.9228650137741047,0.08588957055214724,0.0,1.0,5,false_negative_25pct
296,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1890,42,41,267,0.9782608695652174,0.9787674779906784,0.9785141082060574,0.9390787518573551,0.13592233009708737,0.0,1.0,7,false_negative_25pct
297,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1802,69,55,314,0.963121325494388,0.970382337102854,0.9667381974248926,0.9181818181818182,0.1801566579634465,0.000835421888053467,1.0,7,false_negative_25pct
298,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1877,43,43,277,0.9776041666666667,0.9776041666666667,0.9776041666666667,0.9337442218798151,0.134375,0.0,1.0,5,false_negative_25pct
299,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1984,25,157,74,0.9875559980089597,0.9266697804764129,0.9561445783132531,0.7974193548387096,0.25252525252525254,0.0,1.0,4,false_negative_25pct
300,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1828,19,199,194,0.989713048186248,0.9018253576714356,0.9437274135260711,0.7608695652173914,0.0892018779342723,0.0008340283569641367,1.0,3,false_negative_25pct
301,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1679,37,100,424,0.9784382284382285,0.9437886453063519,0.9608011444921316,0.8454258675078864,0.08026030368763558,0.0017467248908296944,1.0,7,false_negative_25pct
302,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1705,60,127,348,0.9660056657223796,0.9306768558951966,0.9480122324159022,0.8072837632776935,0.14705882352941177,0.0,1.0,9,false_negative_25pct
303,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1949,39,103,149,0.9803822937625755,0.9498050682261209,0.9648514851485147,0.8581267217630854,0.2074468085106383,0.0,1.0,7,false_negative_25pct
304,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1885,27,47,281,0.9858786610878661,0.9756728778467909,0.9807492195629554,0.9337094499294781,0.08766233766233766,0.0,1.0,4,false_negative_25pct
305,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1881,53,48,258,0.9725956566701137,0.9751166407465007,0.9738545172145999,0.9320809248554913,0.17041800643086816,0.0008084074373484236,1.0,5,false_negative_25pct
306,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1905,34,63,238,0.9824651882413615,0.9679878048780488,0.975172766828769,0.9038759689922481,0.125,0.0007558578987150416,1.0,5,false_negative_25pct
307,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1861,40,64,275,0.9789584429247764,0.9667532467532467,0.9728175640355462,0.9073529411764706,0.12698412698412698,0.0008032128514056225,1.0,4,false_negative_25pct
308,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,2027,24,79,110,0.9882983910287665,0.9624881291547959,0.9752225162376714,0.8992346938775511,0.1791044776119403,0.0,1.0,4,false_negative_25pct
309,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,2125,3,80,32,0.9985902255639098,0.963718820861678,0.9808446803600278,0.905683192261185,0.08571428571428572,0.001451378809869376,0.96875,4,false_negative_25pct
310,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1671,132,63,374,0.9267886855241264,0.9636678200692042,0.9448685326547921,0.8941176470588236,0.2608695652173913,0.0,1.0,9,false_negative_25pct
311,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1641,53,81,465,0.9687131050767415,0.9529616724738676,0.9607728337236534,0.8728414442700158,0.10231660231660232,0.0,1.0,8,false_negative_25pct
312,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1885,15,82,258,0.9921052631578947,0.958312150482969,0.9749159555210758,0.8935064935064935,0.054945054945054944,0.0,1.0,9,false_negative_25pct
313,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1812,76,107,245,0.9597457627118644,0.9442417926003127,0.9519306540583137,0.8413173652694611,0.2367601246105919,0.0007993605115907274,1.0,8,false_negative_25pct
314,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1950,13,62,215,0.9933774834437086,0.9691848906560636,0.9811320754716981,0.9211195928753181,0.05701754385964912,0.0,1.0,5,false_negative_25pct
315,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1925,9,71,235,0.9953464322647363,0.9644288577154309,0.9796437659033079,0.9002808988764045,0.036885245901639344,0.0,1.0,4,false_negative_25pct
316,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1833,48,74,285,0.9744816586921851,0.9611955951756685,0.9677930306230201,0.8945868945868946,0.14414414414414414,0.0,1.0,9,false_negative_25pct
317,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1713,36,100,391,0.9794168096054888,0.9448428019856592,0.9618192026951151,0.8453125,0.08430913348946135,0.0008525149190110827,1.0,7,false_negative_25pct
318,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,2014,27,49,150,0.9867711905928467,0.9762481822588464,0.9814814814814815,0.9346049046321526,0.15254237288135594,0.0007524454477050414,1.0,5,false_negative_25pct
319,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1870,62,120,188,0.9679089026915114,0.9396984924623115,0.9535951045385007,0.8218562874251497,0.248,0.0007564296520423601,1.0,7,false_negative_25pct
320,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1991,31,72,146,0.9846686449060337,0.9650993698497334,0.9747858017135863,0.9048275862068965,0.1751412429378531,0.002242152466367713,1.0,3,false_negative_25pct
321,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1942,30,76,192,0.9847870182555781,0.9623389494549058,0.9734335839598998,0.9024390243902439,0.13513513513513514,0.0,1.0,5,false_negative_25pct
322,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1787,32,92,329,0.9824079164376031,0.951037786056413,0.9664683612763655,0.85625,0.0886426592797784,0.0,1.0,7,false_negative_25pct
323,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,2014,35,11,180,0.9829184968277208,0.994567901234568,0.9887088856161022,0.9854497354497355,0.16279069767441862,0.0,1.0,4,false_negative_25pct
324,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1813,23,82,322,0.9874727668845316,0.9567282321899736,0.971857410881801,0.8779761904761905,0.06666666666666667,0.0,1.0,7,false_negative_25pct
325,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1806,21,31,382,0.9885057471264368,0.9831246597713663,0.9858078602620086,0.9546120058565154,0.052109181141439205,0.0,1.0,6,false_negative_25pct
326,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1783,18,68,371,0.9900055524708495,0.9632631010264722,0.9764512595837898,0.8935837245696401,0.04627249357326478,0.0,1.0,7,false_negative_25pct
327,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1873,29,94,244,0.9847528916929548,0.9522114895780376,0.9682088394934092,0.8710562414266118,0.10622710622710622,0.0,1.0,11,false_negative_25pct
328,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1640,86,97,417,0.9501738122827347,0.9441565918249856,0.9471556453941669,0.839041095890411,0.1709741550695825,0.0026019080659150044,1.0,8,false_negative_25pct
329,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,2065,20,43,112,0.9904076738609112,0.9796015180265655,0.984974958263773,0.9419889502762431,0.15151515151515152,0.000722543352601156,1.0,3,false_negative_25pct
330,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1969,12,30,229,0.993942453306411,0.984992496248124,0.9894472361809045,0.9586776859504132,0.04979253112033195,0.0,1.0,4,false_negative_25pct
331,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1799,33,60,348,0.9819868995633187,0.9677245831091985,0.9748035762665944,0.9093701996927803,0.08661417322834646,0.0008278145695364238,1.0,7,false_negative_25pct
332,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1951,27,63,199,0.9863498483316482,0.9687189672293942,0.9774549098196392,0.9066666666666666,0.11946902654867257,0.0,1.0,4,false_negative_25pct
333,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1819,38,113,270,0.979536887452881,0.9415113871635611,0.9601477962523093,0.8431372549019608,0.12337662337662338,0.0008210180623973727,1.0,7,false_negative_25pct
334,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1820,59,114,247,0.9686003193187865,0.9410548086866598,0.954628901127721,0.8373751783166904,0.19281045751633988,0.0,1.0,6,false_negative_25pct
335,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,2021,23,53,143,0.988747553816047,0.9744455159112826,0.9815444390480815,0.9288590604026845,0.13855421686746988,0.0,1.0,3,false_negative_25pct
336,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1948,8,61,223,0.9959100204498977,0.9696366351418616,0.9825977301387138,0.9130434782608695,0.03463203463203463,0.000758150113722517,0.96875,6,false_negative_25pct
337,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1436,49,99,656,0.967003367003367,0.9355048859934854,0.9509933774834437,0.8104448742746615,0.06950354609929078,0.0009823182711198428,1.0,10,false_negative_25pct
338,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1872,46,57,265,0.9760166840458812,0.9704510108864697,0.9732258903041331,0.915680473372781,0.14790996784565916,0.0,1.0,7,false_negative_25pct
339,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1725,59,74,382,0.9669282511210763,0.9588660366870484,0.9628802679319006,0.8802588996763754,0.13378684807256236,0.0,1.0,8,false_negative_25pct
340,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1892,25,132,191,0.9869587897756912,0.9347826086956522,0.9601623953311342,0.8123209169054442,0.11574074074074074,0.0007541478129713424,1.0,7,false_negative_25pct
341,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1767,43,66,364,0.976243093922652,0.9639934533551555,0.9700796047213834,0.9077809798270894,0.10565110565110565,0.001755926251097454,1.0,8,false_negative_25pct
342,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1851,24,30,335,0.9872,0.9840510366826156,0.9856230031948882,0.9529780564263323,0.06685236768802229,0.0,1.0,6,false_negative_25pct
343,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1971,24,31,214,0.98796992481203,0.9845154845154845,0.9862396797598199,0.959731543624161,0.10084033613445378,0.0007955449482895784,1.0,3,false_negative_25pct
344,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1958,24,109,149,0.987891019172553,0.9472665699080793,0.9671523833045196,0.853887399463807,0.13872832369942195,0.0,1.0,5,false_negative_25pct
345,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1873,59,46,262,0.9694616977225673,0.976029181865555,0.9727343547130616,0.9276729559748428,0.1838006230529595,0.0,1.0,4,false_negative_25pct
346,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,2019,16,49,156,0.9921375921375921,0.9763056092843327,0.9841579332195954,0.9321329639889196,0.09302325581395349,0.0,1.0,6,false_negative_25pct
347,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1904,49,37,250,0.974910394265233,0.9809376609994848,0.977914740626605,0.9451851851851852,0.16387959866220736,0.0,1.0,6,false_negative_25pct
348,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,2039,11,30,160,0.9946341463414634,0.9855002416626389,0.9900461277008984,0.9627659574468085,0.06432748538011696,0.0015186028853454822,1.0,5,false_negative_25pct
349,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1717,26,145,352,0.985083189902467,0.9221267454350162,0.9525658807212205,0.7951635846372689,0.06878306878306878,0.0008628127696289905,1.0,10,false_negative_25pct
350,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1872,17,102,249,0.9910005293806247,0.9483282674772037,0.9691949262231426,0.8531976744186046,0.06390977443609022,0.0007776049766718507,1.0,4,false_negative_25pct
351,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,2004,11,101,124,0.9945409429280397,0.9520190023752969,0.9728155339805825,0.8639455782312925,0.08148148148148149,0.00072992700729927,1.0,7,false_negative_25pct
352,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1957,28,56,199,0.9858942065491184,0.972180824639841,0.9789894947473737,0.925531914893617,0.12334801762114538,0.0,1.0,6,false_negative_25pct
353,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1854,29,55,302,0.984599044078598,0.9711891042430592,0.9778481012658227,0.9128367670364501,0.08761329305135952,0.0,1.0,7,false_negative_25pct
354,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,2056,6,46,132,0.997090203685742,0.978116079923882,0.9875120076849183,0.9425287356321839,0.043478260869565216,0.000758150113722517,1.0,2,false_negative_25pct
355,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1879,41,101,219,0.9786458333333333,0.9489898989898989,0.9635897435897436,0.8679738562091504,0.1576923076923077,0.0,1.0,5,false_negative_25pct
356,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1974,27,55,184,0.9865067466266867,0.9728930507639231,0.979652605459057,0.9219858156028369,0.12796208530805686,0.0,1.0,4,false_negative_25pct
357,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1854,10,169,207,0.9946351931330472,0.9164607019278299,0.9539490609724723,0.7723577235772358,0.04608294930875576,0.0007782101167315176,1.0,3,false_negative_25pct
358,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1897,28,38,277,0.9854545454545455,0.9803617571059432,0.9829015544041451,0.9454022988505747,0.09180327868852459,0.0,1.0,5,false_negative_25pct
359,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,1881,25,75,259,0.9868835257082896,0.9616564417177914,0.974106680476437,0.8897058823529411,0.0880281690140845,0.0,1.0,5,false_negative_25pct
360,certificate,3,42.0,1.0,0.96,1.25,0.25,0.0,2018,9,67,146,0.9955599407992106,0.9678657074340528,0.9815175097276263,0.9159120310478654,0.05806451612903226,0.001524390243902439,1.0,7,false_negative_25pct
361,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1576,62,247,355,0.9621489621489622,0.8645090510148108,0.9107194452470385,0.6085578446909667,0.1486810551558753,0.0,1.0,19,false_negative_50pct
362,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1775,8,266,191,0.9955131800336512,0.869671729544341,0.9283472803347281,0.6424731182795699,0.04020100502512563,0.0,1.0,16,false_negative_50pct
363,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1532,11,315,382,0.9928710304601426,0.8294531672983216,0.903834808259587,0.5389133627019089,0.027989821882951654,0.0008576329331046312,1.0,22,false_negative_50pct
364,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1729,37,303,171,0.9790486976217441,0.8508858267716536,0.9104791995787257,0.6044386422976501,0.1778846153846154,0.0,1.0,19,false_negative_50pct
365,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1681,12,344,203,0.9929119905493208,0.8301234567901234,0.9042495965572889,0.546772068511199,0.05581395348837209,0.0,1.0,18,false_negative_50pct
366,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1821,9,168,242,0.9950819672131147,0.9155354449472096,0.9536527886881382,0.7514792899408284,0.035856573705179286,0.0,1.0,19,false_negative_50pct
367,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1846,51,235,108,0.9731154454401687,0.8870735223450265,0.9281045751633988,0.6895640686922061,0.32075471698113206,0.0,1.0,15,false_negative_50pct
368,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1736,12,188,304,0.9931350114416476,0.9022869022869023,0.9455337690631809,0.719640179910045,0.0379746835443038,0.0007955449482895784,1.0,16,false_negative_50pct
369,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1424,67,313,436,0.9550637156270959,0.819804260218768,0.8822800495662949,0.47128378378378377,0.13320079522862824,0.0,1.0,18,false_negative_50pct
370,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1811,18,211,200,0.9901585565882997,0.8956478733926805,0.9405349259932485,0.7311139564660691,0.08256880733944955,0.0008058017727639,0.9655172413793104,17,false_negative_50pct
371,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1703,10,225,302,0.9941622883829538,0.883298755186722,0.9354572919527602,0.6853146853146853,0.03205128205128205,0.0,1.0,22,false_negative_50pct
372,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1759,9,200,272,0.9949095022624435,0.8979070954568658,0.9439227260531259,0.7385019710906702,0.03202846975088968,0.0008347245409015025,0.9666666666666667,16,false_negative_50pct
373,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1708,12,179,341,0.9930232558139535,0.9051404345521993,0.9470474078181315,0.7300150829562594,0.0339943342776204,0.0,1.0,15,false_negative_50pct
374,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1820,5,238,177,0.9972602739726028,0.8843537414965986,0.937419520988926,0.6836461126005362,0.027472527472527472,0.001524390243902439,0.9411764705882353,23,false_negative_50pct
375,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1629,21,310,280,0.9872727272727273,0.8401237751418257,0.9077737531345779,0.5743801652892562,0.06976744186046512,0.0008244023083264633,1.0,20,false_negative_50pct
376,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1513,49,234,444,0.9686299615877081,0.866056096164854,0.9144756724085826,0.6375,0.09939148073022312,0.0018066847335140017,1.0,22,false_negative_50pct
377,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1548,34,290,368,0.9785082174462706,0.8422198041349293,0.9052631578947369,0.5747800586510264,0.0845771144278607,0.0,1.0,20,false_negative_50pct
378,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1815,3,181,241,0.9983498349834984,0.9093186372745491,0.9517566858940746,0.7379912663755459,0.012295081967213115,0.0007639419404125286,0.9714285714285714,15,false_negative_50pct
379,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1919,3,167,151,0.9984391259105099,0.9199424736337488,0.9575848303393213,0.7799736495388669,0.01948051948051948,0.0,1.0,17,false_negative_50pct
380,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1802,9,181,248,0.9950303699613473,0.9087241553202219,0.9499209277807065,0.7372262773722628,0.03501945525291829,0.0007704160246533128,1.0,11,false_negative_50pct
381,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1650,67,121,402,0.9609784507862551,0.9316770186335404,0.9461009174311926,0.8023064250411862,0.14285714285714285,0.000859106529209622,1.0,14,false_negative_50pct
382,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1792,30,174,244,0.9835345773874863,0.9114954221770092,0.9461457233368532,0.7317829457364341,0.10948905109489052,0.000757002271006813,1.0,11,false_negative_50pct
383,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1835,6,197,202,0.9967409016838674,0.9030511811023622,0.9475858507616833,0.7512755102040817,0.028846153846153848,0.0016025641025641025,0.9444444444444444,14,false_negative_50pct
384,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1665,17,229,329,0.9898929845422116,0.8790918690601901,0.9312080536912751,0.6681222707423581,0.049132947976878616,0.0008285004142502071,0.967741935483871,19,false_negative_50pct
385,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1874,9,228,129,0.9952203929899097,0.8915318744053282,0.9405269761606022,0.6844319775596073,0.06521739130434782,0.0021598272138228943,1.0,22,false_negative_50pct
386,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1633,18,301,288,0.9890975166565718,0.844364012409514,0.9110181311018131,0.5827538247566064,0.058823529411764705,0.0008230452674897119,0.967741935483871,23,false_negative_50pct
387,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1653,66,131,390,0.9616055846422339,0.9265695067264574,0.9437624892948903,0.7914012738853503,0.14473684210526316,0.0,1.0,16,false_negative_50pct
388,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1668,40,331,201,0.9765807962529274,0.8344172086043021,0.8999190720258969,0.5416666666666666,0.16597510373443983,0.0007818608287724785,1.0,17,false_negative_50pct
389,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1800,11,317,112,0.9939260077305356,0.8502598016060463,0.9164969450101833,0.6037974683544304,0.08943089430894309,0.003014318010550113,0.9285714285714286,21,false_negative_50pct
390,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1888,24,169,159,0.9874476987447699,0.9178415167719981,0.9513731418493323,0.7585714285714286,0.13114754098360656,0.0,1.0,14,false_negative_50pct
391,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1890,6,184,160,0.9968354430379747,0.9112825458052073,0.9521410579345089,0.7537012113055181,0.03614457831325301,0.0007513148009015778,0.9642857142857143,14,false_negative_50pct
392,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1686,16,248,290,0.9905992949471211,0.8717683557394003,0.9273927392739274,0.6292974588938715,0.05228758169934641,0.0,1.0,19,false_negative_50pct
393,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1682,17,264,277,0.9899941141848146,0.8643371017471737,0.9229080932784637,0.6248216833095578,0.05782312925170068,0.0008032128514056225,1.0,21,false_negative_50pct
394,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1680,13,251,296,0.9923213230950975,0.8700155359917141,0.9271523178807947,0.6565517241379311,0.042071197411003236,0.001658374792703151,0.9696969696969697,21,false_negative_50pct
395,certificate,3,42.0,1.0,0.96,1.25,0.5,0.0,1822,8,242,168,0.9956284153005465,0.8827519379844961,0.935798664612224,0.6666666666666666,0.045454545454545456,0.0007457121551081282,1.0,20,false_negative_50pct
