episode,policy,ttl,width_deg,speed,detection_prob,certificate_noise,certificate_false_negative,certificate_false_positive,tp,fp,fn,tn,precision,recall,f1,occluded_keep_rate,stale_clear_absence_rate,clear_exists_missing_rate,occlusion_survival_rate,deletion_events,scenario
782,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2020,85,61,74,0.9596199524940617,0.9706871696299856,0.9651218346870521,0.9179415855354659,0.5345911949685535,0.0014684287812041115,1.0,1,false_positive_50pct
783,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1844,131,50,215,0.9336708860759494,0.9736008447729673,0.953217885758594,0.9216300940438872,0.3786127167630058,0.0,1.0,5,false_positive_50pct
784,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1891,145,80,124,0.9287819253438114,0.9594114662607813,0.9438482655353132,0.8965071151358344,0.5390334572490706,0.0,1.0,4,false_positive_50pct
785,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1802,179,163,96,0.9096415951539626,0.9170483460559796,0.9133299543841865,0.7592319054652881,0.6509090909090909,0.0,1.0,1,false_positive_50pct
786,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1736,268,53,183,0.8662674650698603,0.9703745108999441,0.9153704191932508,0.9170653907496013,0.5942350332594235,0.0008605851979345956,1.0,5,false_positive_50pct
787,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2005,90,94,51,0.9570405727923628,0.955216769890424,0.9561278016213638,0.8796895213454075,0.6382978723404256,0.0007541478129713424,1.0,1,false_positive_50pct
788,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1849,184,37,170,0.9094933595671422,0.9803817603393425,0.9436080632814494,0.9493844049247606,0.519774011299435,0.0,1.0,4,false_positive_50pct
789,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1846,109,49,236,0.9442455242966752,0.9741424802110817,0.9589610389610388,0.9282442748091603,0.3159420289855073,0.0016129032258064516,1.0,6,false_positive_50pct
790,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1983,129,78,50,0.9389204545454546,0.9621542940320232,0.9503953989935299,0.8880813953488372,0.7206703910614525,0.0007283321194464676,1.0,2,false_positive_50pct
791,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1963,135,43,99,0.9356530028598665,0.9785643070787637,0.9566276803118909,0.9377713458755427,0.5769230769230769,0.0,1.0,2,false_positive_50pct
792,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1953,116,32,139,0.943934267762204,0.9838790931989925,0.9634928465712876,0.9525222551928784,0.4549019607843137,0.0,1.0,3,false_positive_50pct
793,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1982,30,28,200,0.9850894632206759,0.9860696517412936,0.9855793137742418,0.9598853868194842,0.13043478260869565,0.0,1.0,4,false_positive_50pct
794,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1905,95,93,147,0.9525,0.9534534534534534,0.9529764882441221,0.8727770177838577,0.3925619834710744,0.0,1.0,4,false_positive_50pct
795,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2011,113,33,83,0.946798493408663,0.9838551859099804,0.9649712092130518,0.9568627450980393,0.576530612244898,0.0,1.0,2,false_positive_50pct
796,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1836,129,83,192,0.934351145038168,0.9567483064095883,0.945417095777549,0.8770370370370371,0.40186915887850466,0.0,1.0,3,false_positive_50pct
797,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1897,175,29,139,0.9155405405405406,0.9849428868120457,0.9489744872436218,0.9550387596899225,0.5573248407643312,0.0,1.0,5,false_positive_50pct
798,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2098,99,34,9,0.9549385525716887,0.9840525328330206,0.9692769692769693,0.9555555555555556,0.9166666666666666,0.0,1.0,1,false_positive_50pct
799,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1942,76,42,180,0.9623389494549058,0.9788306451612904,0.9705147426286856,0.9413407821229051,0.296875,0.0,1.0,3,false_positive_50pct
800,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1810,237,49,144,0.8842208109428432,0.9736417428725122,0.9267793138760881,0.9269406392694064,0.6220472440944882,0.0008319467554076539,1.0,4,false_positive_50pct
801,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1840,167,34,199,0.916791230692576,0.9818569903948773,0.9482092244266941,0.9496296296296296,0.4562841530054645,0.0,1.0,4,false_positive_50pct
802,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2046,91,32,71,0.9574169396350023,0.9846005774783445,0.9708185053380782,0.9535928143712575,0.5617283950617284,0.0007092198581560284,1.0,1,false_positive_50pct
803,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1926,140,61,113,0.9322362052274927,0.9693004529441369,0.9504071058475203,0.9115942028985508,0.5533596837944664,0.0,1.0,3,false_positive_50pct
804,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1744,304,71,121,0.8515625,0.9608815426997245,0.9029251876779705,0.9014285714285715,0.7152941176470589,0.0017937219730941704,1.0,4,false_positive_50pct
805,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2015,47,110,68,0.9772065955383124,0.9482352941176471,0.9625029854310964,0.8505434782608695,0.40869565217391307,0.0,1.0,1,false_positive_50pct
806,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1727,187,45,281,0.9022988505747126,0.9746049661399548,0.9370591427021161,0.9251247920133111,0.3995726495726496,0.0,1.0,5,false_positive_50pct
807,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1740,275,24,201,0.8635235732009926,0.9863945578231292,0.9208785392961101,0.9614740368509213,0.5777310924369747,0.000856898029134533,1.0,7,false_positive_50pct
808,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1956,113,48,123,0.9453842435959401,0.9760479041916168,0.9604713970046649,0.9321789321789322,0.4788135593220339,0.0007627765064836003,1.0,2,false_positive_50pct
809,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1987,208,43,2,0.9052391799544419,0.9788177339901478,0.9405917159763313,0.9397759103641457,0.9904761904761905,0.0,1.0,1,false_positive_50pct
810,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2067,59,97,17,0.9722483537158984,0.9551756007393716,0.9636363636363636,0.8846625766871166,0.7763157894736842,0.002223869532987398,1.0,1,false_positive_50pct
811,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1920,60,90,170,0.9696969696969697,0.9552238805970149,0.9624060150375939,0.8782849239280774,0.2608695652173913,0.001554001554001554,1.0,3,false_positive_50pct
812,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2098,45,65,32,0.9790013999066729,0.9699491447064262,0.974454249883883,0.9186785260482846,0.5844155844155844,0.0007267441860465116,1.0,1,false_positive_50pct
813,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1826,197,110,107,0.9026198714780029,0.9431818181818182,0.9224551654458196,0.8396501457725948,0.6480263157894737,0.0,1.0,3,false_positive_50pct
814,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1832,308,35,65,0.8560747663551402,0.9812533476164971,0.9143998003493885,0.9487951807228916,0.8257372654155496,0.0008312551953449709,1.0,2,false_positive_50pct
815,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1940,141,107,52,0.9322441134070159,0.9477283829995115,0.9399224806201549,0.8569500674763832,0.7305699481865285,0.0007656967840735069,1.0,2,false_positive_50pct
816,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1805,304,55,76,0.8558558558558559,0.9704301075268817,0.9095490047871001,0.9204712812960235,0.8,0.000846740050804403,1.0,2,false_positive_50pct
817,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2061,9,136,34,0.9956521739130435,0.9380974055530269,0.9660182798218889,0.8335373317013464,0.20930232558139536,0.0,1.0,1,false_positive_50pct
818,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1836,276,89,39,0.8693181818181818,0.9537662337662338,0.9095863264800595,0.8675595238095238,0.8761904761904762,0.0,1.0,1,false_positive_50pct
819,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1935,114,72,119,0.9443631039531479,0.9641255605381166,0.9541420118343196,0.9015256588072122,0.4892703862660944,0.0007776049766718507,1.0,2,false_positive_50pct
820,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1794,78,110,258,0.9583333333333334,0.9422268907563025,0.9502118644067797,0.8447293447293447,0.23214285714285715,0.0008319467554076539,1.0,4,false_positive_50pct
821,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2018,110,37,75,0.9483082706766918,0.9819951338199513,0.9648577575902462,0.9455882352941176,0.5945945945945946,0.0,1.0,4,false_positive_50pct
822,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2183,0,57,0,1.0,0.9745535714285715,0.9871128193533801,0.925974025974026,0.0,0.0,1.0,0,false_positive_50pct
823,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1869,121,148,102,0.9391959798994974,0.9266236985622212,0.9328674819066634,0.8095238095238095,0.5426008968609866,0.0,1.0,3,false_positive_50pct
824,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2038,36,54,112,0.982642237222758,0.9741873804971319,0.9783965434469516,0.9320754716981132,0.24324324324324326,0.0,1.0,3,false_positive_50pct
825,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1632,419,43,146,0.7957094100438811,0.9743283582089552,0.8760064412238325,0.9263698630136986,0.7415929203539823,0.0,1.0,4,false_positive_50pct
826,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1965,57,149,69,0.9718100890207715,0.9295175023651845,0.9501934235976789,0.8145363408521303,0.4523809523809524,0.0007598784194528875,1.0,1,false_positive_50pct
827,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1977,144,21,98,0.9321074964639321,0.9894894894894894,0.9599417334304442,0.9715099715099715,0.5950413223140496,0.0007716049382716049,1.0,2,false_positive_50pct
828,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1902,104,63,171,0.9481555333998006,0.9679389312977099,0.9579451019894233,0.9135285913528591,0.3781818181818182,0.0008012820512820513,1.0,3,false_positive_50pct
829,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1953,101,40,146,0.950827653359299,0.9799297541394882,0.9651593773165308,0.9456521739130435,0.4089068825910931,0.0,1.0,4,false_positive_50pct
830,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1688,236,90,226,0.8773388773388774,0.9493813273340832,0.9119394921663965,0.85,0.5108225108225108,0.0,1.0,4,false_positive_50pct
831,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1990,184,16,50,0.9153633854645814,0.9920239282153539,0.9521531100478469,0.9786324786324786,0.7863247863247863,0.0007668711656441718,1.0,2,false_positive_50pct
832,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,2047,122,65,6,0.9437528815122176,0.9692234848484849,0.9563186171455268,0.9192938209331651,0.953125,0.000758150113722517,1.0,1,false_positive_50pct
833,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1750,242,82,166,0.8785140562248996,0.9552401746724891,0.9152719665271968,0.8808139534883721,0.5931372549019608,0.0,1.0,3,false_positive_50pct
834,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1948,226,63,3,0.8960441582336707,0.9686723023371457,0.9309438470728794,0.9135285913528591,0.9868995633187773,0.0007727975270479134,1.0,2,false_positive_50pct
835,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1857,100,29,254,0.9489013796627491,0.9846235418875928,0.9664324746291959,0.955108359133127,0.2824858757062147,0.0,1.0,4,false_positive_50pct
836,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1756,155,62,267,0.9188906331763474,0.9658965896589659,0.9418074550817913,0.9011164274322169,0.36729857819905215,0.0,1.0,6,false_positive_50pct
837,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1978,132,67,63,0.9374407582938389,0.9672371638141809,0.9521058965102287,0.9183922046285018,0.676923076923077,0.0,1.0,2,false_positive_50pct
838,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1855,190,43,152,0.9070904645476773,0.9773445732349842,0.9409079381181842,0.9384164222873901,0.5555555555555556,0.0008223684210526315,1.0,3,false_positive_50pct
839,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1759,347,14,120,0.8352326685660019,0.9921037789058094,0.9069347770043826,0.9794303797468354,0.7430406852248393,0.0008764241893076249,1.0,5,false_positive_50pct
840,certificate,3,42.0,1.0,0.96,1.25,0.0,0.5,1999,181,60,0,0.9169724770642201,0.9708596406022341,0.9431469686246755,0.9191073919107392,1.0,0.0014903129657228018,1.0,0,false_positive_50pct
